4:(Intercept),4:age_dx,4:sexM,4:smokingY,4:c_chf,4:c_ihd,4:c_cancer,4:c_dm,4:c_asthma,4:c_dementia,4:c_depression,4:c_anxiety,4:c_htn,4:rio_cat2.10-44,4:rio_cat3.45+,4:deprivationQ2,4:deprivationQ3,4:deprivationQ4,4:deprivationQ5,4:ned_c,4:nhosp_c,4:ned_o,4:nhosp_o,5:(Intercept),5:age_dx,5:sexM,5:smokingY,5:c_chf,5:c_ihd,5:c_cancer,5:c_dm,5:c_asthma,5:c_dementia,5:c_depression,5:c_anxiety,5:c_htn,5:rio_cat2.10-44,5:rio_cat3.45+,5:deprivationQ2,5:deprivationQ3,5:deprivationQ4,5:deprivationQ5,5:ned_c,5:nhosp_c,5:ned_o,5:nhosp_o,7:(Intercept),7:age_dx,7:sexM,7:smokingY,7:c_chf,7:c_ihd,7:c_cancer,7:c_dm,7:c_asthma,7:c_dementia,7:c_depression,7:c_anxiety,7:c_htn,7:rio_cat2.10-44,7:rio_cat3.45+,7:deprivationQ2,7:deprivationQ3,7:deprivationQ4,7:deprivationQ5,7:ned_c,7:nhosp_c,7:ned_o,7:nhosp_o
0.0000397,-0.0000005,-0.0000099,0.0000075,-0.0000166,-0.0000229,-0.0000202,-0.0000230,0.0000173,0.0000084,-0.0000138,0.0000117,-0.0000192,0.0000078,0.0000433,0.0000041,0.0000045,0.0000168,0.0000035,0.0000124,-0.0000089,-0.0000241,0.0001221,-0.0000022,0.0000000,0.0000002,0.0000006,-0.0000003,-0.0000001,-0.0000011,-0.0000005,0.0000012,-0.0000046,-0.0000026,-0.0000001,-0.0000007,0.0000000,0.0000025,0.0000013,0.0000003,0.0000018,0.0000011,0.0000013,0.0000008,-0.0000012,0.0000063,-0.0000018,0.0000000,-0.0000003,0.0000011,-0.0000016,-0.0000016,-0.0000007,-0.0000015,0.0000006,-0.0000028,-0.0000003,0.0000005,-0.0000003,0.0000009,0.0000014,0.0000026,0.0000006,0.0000031,0.0000023,0.0000028,-0.0000006,-0.0000023,0.0000110
0.0011626,-0.0000108,-0.0000450,-0.0001918,0.0000204,0.0000183,0.0000167,-0.0000191,-0.0000875,0.0000127,-0.0000691,-0.0000722,0.0000329,-0.0000448,-0.0000213,-0.0002097,-0.0002113,-0.0002153,-0.0002322,0.0000023,0.0000139,-0.0000005,-0.0000022,0.0060269,-0.0000574,-0.0002189,-0.0008577,0.0001292,0.0000840,0.0000856,-0.0001003,-0.0004178,0.0001108,-0.0003812,-0.0003330,0.0001086,-0.0002255,-0.0001483,-0.0008813,-0.0009182,-0.0009260,-0.0010123,0.0000162,0.0000600,-0.0000068,-0.0000021,0.0011568,-0.0000107,-0.0000444,-0.0001890,0.0000243,0.0000204,0.0000133,-0.0000174,-0.0000887,0.0000119,-0.0000689,-0.0000738,0.0000366,-0.0000466,-0.0000268,-0.0002174,-0.0002167,-0.0002226,-0.0002376,0.0000011,0.0000152,-0.0000009,0.0000012
-0.0000107,0.0000002,0.0000002,0.0000010,-0.0000006,-0.0000004,-0.0000005,0.0000002,0.0000006,-0.0000003,0.0000010,0.0000006,-0.0000012,0.0000000,-0.0000001,0.0000000,0.0000001,0.0000001,0.0000004,0.0000000,-0.0000002,0.0000000,0.0000000,-0.0000574,0.0000008,0.0000010,0.0000046,-0.0000029,-0.0000016,-0.0000024,0.0000012,0.0000030,-0.0000023,0.0000051,0.0000028,-0.0000057,0.0000005,0.0000005,0.0000001,0.0000009,0.0000009,0.0000020,-0.0000002,-0.0000008,0.0000000,0.0000000,-0.0000106,0.0000002,0.0000002,0.0000009,-0.0000006,-0.0000004,-0.0000005,0.0000002,0.0000006,-0.0000003,0.0000010,0.0000006,-0.0000013,0.0000000,0.0000000,0.0000001,0.0000002,0.0000002,0.0000004,0.0000000,-0.0000002,0.0000000,0.0000000
-0.0000440,0.0000002,0.0000957,-0.0000195,-0.0000049,-0.0000098,-0.0000058,-0.0000059,0.0000155,-0.0000018,0.0000049,0.0000124,0.0000022,-0.0000020,-0.0000041,0.0000034,0.0000071,0.0000098,0.0000121,-0.0000002,0.0000013,-0.0000002,0.0000002,-0.0002189,0.0000010,0.0004426,-0.0001032,-0.0000202,-0.0000474,-0.0000370,-0.0000221,0.0000691,-0.0000148,0.0000222,0.0000499,0.0000156,-0.0000074,-0.0000227,0.0000134,0.0000347,0.0000455,0.0000587,-0.0000033,0.0000049,0.0000002,-0.0000007,-0.0000574,0.0000003,0.0000942,-0.0000188,-0.0000026,-0.0000094,-0.0000049,-0.0000036,0.0000147,-0.0000008,0.0000035,0.0000117,0.0000030,-0.0000034,-0.0000074,0.0000028,0.0000061,0.0000091,0.0000112,-0.0000004,0.0000019,-0.0000004,0.0000016
-0.0002007,0.0000011,-0.0000201,0.0001634,0.0000130,-0.0000022,-0.0000018,-0.0000010,0.0000122,0.0000058,-0.0000093,0.0000020,0.0000043,-0.0000021,-0.0000036,0.0000039,-0.0000021,-0.0000012,-0.0000025,0.0000000,-0.0000046,-0.0000003,0.0000006,-0.0008577,0.0000046,-0.0001032,0.0006971,0.0000467,-0.0000083,-0.0000020,-0.0000080,0.0000497,0.0000221,-0.0000330,0.0000077,0.0000125,0.0000009,-0.0000048,0.0000267,0.0000006,0.0000023,0.0000008,-0.0000012,-0.0000206,0.0000000,-0.0000001,-0.0001882,0.0000009,-0.0000196,0.0001605,0.0000113,-0.0000028,-0.0000017,-0.0000031,0.0000139,0.0000055,-0.0000102,0.0000026,0.0000040,-0.0000020,-0.0000016,0.0000036,-0.0000026,-0.0000008,-0.0000025,0.0000001,-0.0000048,-0.0000002,0.0000001
0.0000183,-0.0000005,-0.0000053,0.0000104,0.0001976,-0.0000348,0.0000009,-0.0000175,0.0000043,-0.0000170,-0.0000004,-0.0000037,-0.0000093,-0.0000017,-0.0000007,0.0000090,0.0000050,0.0000061,0.0000052,0.0000013,-0.0000077,-0.0000001,-0.0000003,0.0001292,-0.0000029,-0.0000202,0.0000467,0.0007406,-0.0001507,0.0000038,-0.0000824,0.0000221,-0.0000680,-0.0000128,-0.0000083,-0.0000463,0.0000026,0.0000129,0.0000247,0.0000034,0.0000214,0.0000136,0.0000022,-0.0000268,0.0000004,-0.0000058,0.0000215,-0.0000006,-0.0000052,0.0000108,0.0001994,-0.0000346,0.0000006,-0.0000178,0.0000042,-0.0000178,0.0000005,-0.0000039,-0.0000096,-0.0000005,0.0000006,0.0000088,0.0000048,0.0000058,0.0000055,0.0000015,-0.0000077,-0.0000002,-0.0000003
0.0000197,-0.0000004,-0.0000098,-0.0000030,-0.0000354,0.0001350,0.0000020,-0.0000074,-0.0000003,0.0000036,-0.0000049,-0.0000034,-0.0000172,-0.0000021,0.0000010,0.0000025,-0.0000006,0.0000017,0.0000006,0.0000020,-0.0000050,-0.0000001,-0.0000001,0.0000840,-0.0000016,-0.0000474,-0.0000083,-0.0001507,0.0005636,0.0000097,-0.0000340,-0.0000043,0.0000204,-0.0000246,-0.0000134,-0.0000680,-0.0000072,0.0000073,0.0000007,-0.0000086,0.0000012,-0.0000084,0.0000069,-0.0000191,0.0000004,-0.0000036,0.0000206,-0.0000004,-0.0000102,-0.0000030,-0.0000349,0.0001345,0.0000028,-0.0000076,-0.0000005,0.0000026,-0.0000047,-0.0000037,-0.0000172,-0.0000019,0.0000007,0.0000020,-0.0000013,0.0000010,-0.0000006,0.0000019,-0.0000050,0.0000000,-0.0000002
0.0000171,-0.0000005,-0.0000059,-0.0000026,0.0000006,0.0000021,0.0001768,-0.0000052,0.0000008,-0.0000044,-0.0000039,-0.0000055,-0.0000023,0.0000018,0.0000007,0.0000007,-0.0000006,0.0000016,0.0000029,0.0000018,-0.0000017,0.0000002,-0.0000011,0.0000856,-0.0000024,-0.0000370,-0.0000020,0.0000038,0.0000097,0.0007218,-0.0000189,0.0000014,-0.0000137,-0.0000206,-0.0000201,-0.0000152,0.0000058,0.0000098,-0.0000022,-0.0000002,0.0000063,0.0000093,0.0000108,-0.0000100,0.0000001,-0.0000052,0.0000158,-0.0000005,-0.0000058,-0.0000018,-0.0000001,0.0000026,0.0001789,-0.0000047,0.0000015,-0.0000045,-0.0000042,-0.0000041,-0.0000026,0.0000026,0.0000015,0.0000008,0.0000011,0.0000026,0.0000037,0.0000020,-0.0000022,0.0000003,-0.0000021
-0.0000151,0.0000002,-0.0000057,-0.0000026,-0.0000190,-0.0000075,-0.0000055,0.0001302,-0.0000033,-0.0000023,-0.0000037,0.0000033,-0.0000212,0.0000003,-0.0000011,-0.0000019,-0.0000003,-0.0000038,-0.0000044,0.0000004,-0.0000020,-0.0000003,-0.0000005,-0.0001003,0.0000012,-0.0000221,-0.0000080,-0.0000824,-0.0000340,-0.0000189,0.0005356,-0.0000136,-0.0000131,-0.0000022,0.0000180,-0.0000935,0.0000042,-0.0000042,-0.0000121,-0.0000144,-0.0000268,-0.0000287,-0.0000018,-0.0000046,-0.0000005,-0.0000039,-0.0000112,0.0000001,-0.0000054,-0.0000034,-0.0000195,-0.0000078,-0.0000048,0.0001314,-0.0000028,-0.0000022,-0.0000043,0.0000036,-0.0000208,0.0000013,0.0000004,-0.0000013,0.0000001,-0.0000038,-0.0000042,0.0000007,-0.0000024,-0.0000002,-0.0000009
-0.0000945,0.0000007,0.0000155,0.0000140,0.0000059,-0.0000003,0.0000007,-0.0000035,0.0001295,0.0000038,-0.0000022,-0.0000014,-0.0000012,0.0000044,0.0000096,-0.0000020,0.0000025,-0.0000013,-0.0000008,-0.0000027,-0.0000019,-0.0000005,0.0000012,-0.0004178,0.0000030,0.0000691,0.0000497,0.0000221,-0.0000043,0.0000014,-0.0000136,0.0006664,0.0000205,-0.0000001,-0.0000162,-0.0000054,0.0000206,0.0000411,-0.0000089,0.0000181,0.0000067,0.0000063,-0.0000213,0.0000010,-0.0000014,0.0000050,-0.0000897,0.0000006,0.0000152,0.0000146,0.0000053,-0.0000006,0.0000014,-0.0000037,0.0001284,0.0000056,-0.0000032,-0.0000016,-0.0000016,0.0000048,0.0000102,-0.0000027,0.0000022,-0.0000018,-0.0000011,-0.0000018,-0.0000026,-0.0000004,0.0000011
0.0000025,-0.0000002,-0.0000001,0.0000045,-0.0000161,0.0000037,-0.0000045,-0.0000011,0.0000013,0.0006336,-0.0002322,-0.0000326,-0.0000035,0.0000004,-0.0000063,0.0000116,0.0000106,0.0000168,0.0000138,0.0000024,-0.0000041,-0.0000002,-0.0000046,0.0001108,-0.0000023,-0.0000148,0.0000221,-0.0000680,0.0000204,-0.0000137,-0.0000131,0.0000205,0.0024670,-0.0009575,-0.0001341,-0.0000270,0.0000165,0.0000000,0.0000388,0.0000166,0.0000656,0.0000585,0.0000101,-0.0000053,-0.0000010,-0.0000097,-0.0000025,-0.0000002,0.0000010,0.0000038,-0.0000140,0.0000034,-0.0000034,0.0000009,0.0000012,0.0006579,-0.0002527,-0.0000334,-0.0000028,-0.0000003,-0.0000076,0.0000111,0.0000100,0.0000157,0.0000134,0.0000022,-0.0000038,-0.0000001,-0.0000045
-0.0000684,0.0000010,0.0000041,-0.0000107,-0.0000012,-0.0000045,-0.0000046,-0.0000029,-0.0000015,-0.0002359,0.0004481,-0.0000344,-0.0000002,-0.0000023,0.0000010,0.0000032,-0.0000021,0.0000064,0.0000047,-0.0000005,0.0000034,-0.0000005,-0.0000026,-0.0003812,0.0000051,0.0000222,-0.0000330,-0.0000128,-0.0000246,-0.0000206,-0.0000022,-0.0000001,-0.0009575,0.0021753,-0.0001679,0.0000022,-0.0000074,0.0000037,0.0000355,0.0000059,0.0000413,0.0000301,-0.0000017,0.0000106,-0.0000029,-0.0000080,-0.0000574,0.0000009,0.0000030,-0.0000097,-0.0000039,-0.0000052,-0.0000054,-0.0000046,-0.0000001,-0.0002495,0.0004666,-0.0000324,-0.0000017,-0.0000003,0.0000036,0.0000064,0.0000000,0.0000093,0.0000072,-0.0000006,0.0000031,-0.0000001,-0.0000045
-0.0000722,0.0000006,0.0000123,0.0000026,-0.0000031,-0.0000035,-0.0000054,0.0000033,-0.0000014,-0.0000317,-0.0000350,0.0001325,-0.0000016,0.0000052,0.0000078,0.0000007,0.0000021,-0.0000015,-0.0000005,0.0000003,0.0000006,-0.0000007,-0.0000001,-0.0003330,0.0000028,0.0000499,0.0000077,-0.0000083,-0.0000134,-0.0000201,0.0000180,-0.0000162,-0.0001341,-0.0001679,0.0006573,-0.0000057,0.0000206,0.0000337,0.0000027,0.0000162,-0.0000011,-0.0000067,-0.0000017,0.0000054,-0.0000036,0.0000029,-0.0000665,0.0000005,0.0000117,0.0000025,-0.0000045,-0.0000038,-0.0000046,0.0000031,-0.0000013,-0.0000324,-0.0000343,0.0001319,-0.0000018,0.0000054,0.0000090,0.0000008,0.0000022,-0.0000010,-0.0000004,0.0000004,0.0000005,-0.0000006,-0.0000006
0.0000345,-0.0000012,0.0000022,0.0000045,-0.0000095,-0.0000171,-0.0000025,-0.0000213,-0.0000013,-0.0000043,0.0000000,-0.0000016,0.0001040,0.0000009,-0.0000028,-0.0000027,-0.0000003,-0.0000032,-0.0000026,0.0000007,0.0000007,0.0000000,-0.0000007,0.0001086,-0.0000057,0.0000156,0.0000125,-0.0000463,-0.0000680,-0.0000152,-0.0000935,-0.0000054,-0.0000270,0.0000022,-0.0000057,0.0005351,0.0000066,-0.0000108,-0.0000084,-0.0000002,-0.0000122,-0.0000067,0.0000041,0.0000021,-0.0000001,-0.0000029,0.0000285,-0.0000012,0.0000027,0.0000046,-0.0000089,-0.0000167,-0.0000025,-0.0000200,-0.0000018,-0.0000043,-0.0000008,-0.0000017,0.0001020,-0.0000003,-0.0000050,-0.0000028,-0.0000005,-0.0000033,-0.0000021,0.0000006,0.0000013,-0.0000001,0.0000000
-0.0000472,0.0000000,-0.0000022,-0.0000008,-0.0000003,-0.0000019,0.0000020,0.0000002,0.0000048,0.0000019,-0.0000025,0.0000051,0.0000007,0.0001123,0.0000598,-0.0000179,-0.0000190,-0.0000156,-0.0000100,-0.0000022,0.0000017,0.0000000,0.0000000,-0.0002255,0.0000005,-0.0000074,0.0000009,0.0000026,-0.0000072,0.0000058,0.0000042,0.0000206,0.0000165,-0.0000074,0.0000206,0.0000066,0.0004978,0.0002425,-0.0000664,-0.0000776,-0.0000638,-0.0000353,-0.0000136,0.0000091,0.0000000,0.0000012,-0.0000514,0.0000001,-0.0000019,-0.0000017,0.0000011,-0.0000014,0.0000025,0.0000011,0.0000043,0.0000031,-0.0000028,0.0000044,0.0000004,0.0001153,0.0000619,-0.0000182,-0.0000193,-0.0000166,-0.0000103,-0.0000019,0.0000017,-0.0000001,0.0000004
-0.0000234,0.0000000,-0.0000041,-0.0000013,0.0000015,0.0000006,0.0000011,-0.0000016,0.0000101,-0.0000022,0.0000007,0.0000077,-0.0000030,0.0000597,0.0001502,-0.0000219,-0.0000238,-0.0000341,-0.0000239,-0.0000038,0.0000025,-0.0000012,0.0000025,-0.0001483,0.0000005,-0.0000227,-0.0000048,0.0000129,0.0000073,0.0000098,-0.0000042,0.0000411,0.0000000,0.0000037,0.0000337,-0.0000108,0.0002425,0.0008141,-0.0000933,-0.0000988,-0.0001447,-0.0001046,-0.0000221,0.0000160,-0.0000059,0.0000121,-0.0000391,0.0000001,-0.0000039,-0.0000006,0.0000041,0.0000010,0.0000014,0.0000009,0.0000096,-0.0000017,0.0000006,0.0000074,-0.0000032,0.0000616,0.0001563,-0.0000209,-0.0000249,-0.0000357,-0.0000242,-0.0000040,0.0000031,-0.0000016,0.0000044
-0.0002148,0.0000001,0.0000034,0.0000039,0.0000094,0.0000027,0.0000009,-0.0000013,-0.0000018,0.0000109,0.0000023,-0.0000001,-0.0000026,-0.0000182,-0.0000210,0.0003614,0.0002156,0.0002176,0.0002154,0.0000008,-0.0000018,-0.0000002,0.0000013,-0.0008813,0.0000001,0.0000134,0.0000267,0.0000247,0.0000007,-0.0000022,-0.0000121,-0.0000089,0.0000388,0.0000355,0.0000027,-0.0000084,-0.0000664,-0.0000933,0.0015215,0.0008846,0.0008943,0.0008851,0.0000016,-0.0000099,-0.0000003,0.0000047,-0.0002127,0.0000000,0.0000027,0.0000035,0.0000081,0.0000018,0.0000006,-0.0000016,-0.0000023,0.0000108,0.0000031,0.0000002,-0.0000028,-0.0000175,-0.0000200,0.0003647,0.0002181,0.0002200,0.0002178,0.0000008,-0.0000019,0.0000000,0.0000002
-0.0002150,0.0000002,0.0000073,-0.0000019,0.0000047,-0.0000005,-0.0000005,-0.0000002,0.0000028,0.0000089,-0.0000019,0.0000019,-0.0000001,-0.0000192,-0.0000237,0.0002153,0.0003193,0.0002175,0.0002163,0.0000005,-0.0000009,-0.0000003,0.0000003,-0.0009182,0.0000009,0.0000347,0.0000006,0.0000034,-0.0000086,-0.0000002,-0.0000144,0.0000181,0.0000166,0.0000059,0.0000162,-0.0000002,-0.0000776,-0.0000988,0.0008846,0.0013729,0.0008949,0.0008902,0.0000003,0.0000001,-0.0000016,0.0000031,-0.0002198,0.0000002,0.0000066,-0.0000027,0.0000051,-0.0000010,0.0000013,0.0000008,0.0000023,0.0000090,-0.0000016,0.0000014,0.0000002,-0.0000196,-0.0000253,0.0002184,0.0003230,0.0002211,0.0002197,0.0000000,-0.0000004,-0.0000003,-0.0000001
-0.0002218,0.0000002,0.0000099,-0.0000008,0.0000069,0.0000015,0.0000017,-0.0000037,-0.0000013,0.0000169,0.0000057,-0.0000021,-0.0000029,-0.0000160,-0.0000346,0.0002175,0.0002177,0.0003080,0.0002194,-0.0000001,-0.0000013,-0.0000003,0.0000018,-0.0009260,0.0000009,0.0000455,0.0000023,0.0000214,0.0000012,0.0000063,-0.0000268,0.0000067,0.0000656,0.0000413,-0.0000011,-0.0000122,-0.0000638,-0.0001447,0.0008943,0.0008949,0.0013277,0.0009019,-0.0000037,-0.0000030,-0.0000013,0.0000067,-0.0002241,0.0000002,0.0000093,-0.0000006,0.0000064,0.0000009,0.0000027,-0.0000039,-0.0000018,0.0000166,0.0000070,-0.0000018,-0.0000030,-0.0000166,-0.0000353,0.0002205,0.0002209,0.0003107,0.0002224,0.0000002,-0.0000015,-0.0000002,0.0000010
-0.0002391,0.0000004,0.0000122,-0.0000023,0.0000060,0.0000008,0.0000032,-0.0000041,-0.0000006,0.0000142,0.0000035,-0.0000010,-0.0000024,-0.0000104,-0.0000242,0.0002150,0.0002162,0.0002191,0.0002909,0.0000004,-0.0000006,-0.0000005,0.0000011,-0.0010123,0.0000020,0.0000587,0.0000008,0.0000136,-0.0000084,0.0000093,-0.0000287,0.0000063,0.0000585,0.0000301,-0.0000067,-0.0000067,-0.0000353,-0.0001046,0.0008851,0.0008902,0.0009019,0.0012448,-0.0000004,-0.0000031,-0.0000018,0.0000035,-0.0002407,0.0000004,0.0000116,-0.0000023,0.0000060,-0.0000004,0.0000038,-0.0000041,-0.0000011,0.0000145,0.0000043,-0.0000007,-0.0000017,-0.0000102,-0.0000248,0.0002180,0.0002192,0.0002220,0.0002936,0.0000004,-0.0000006,-0.0000004,0.0000000
0.0000031,-0.0000001,0.0000001,-0.0000004,0.0000006,0.0000016,0.0000019,0.0000005,-0.0000032,0.0000027,0.0000004,0.0000006,0.0000007,-0.0000027,-0.0000050,0.0000014,0.0000007,0.0000003,0.0000006,0.0000130,-0.0000088,-0.0000007,0.0000013,0.0000162,-0.0000002,-0.0000033,-0.0000012,0.0000022,0.0000069,0.0000108,-0.0000018,-0.0000213,0.0000101,-0.0000017,-0.0000017,0.0000041,-0.0000136,-0.0000221,0.0000016,0.0000003,-0.0000037,-0.0000004,0.0000772,-0.0000469,-0.0000027,0.0000042,0.0000010,0.0000000,0.0000004,-0.0000011,0.0000006,0.0000011,0.0000023,0.0000007,-0.0000024,0.0000016,0.0000017,0.0000008,0.0000013,-0.0000027,-0.0000054,0.0000013,0.0000006,0.0000012,0.0000012,0.0000103,-0.0000066,-0.0000007,0.0000014
0.0000073,-0.0000001,0.0000018,-0.0000047,-0.0000066,-0.0000049,-0.0000010,-0.0000011,-0.0000031,-0.0000063,0.0000027,-0.0000006,0.0000017,0.0000014,0.0000006,-0.0000016,-0.0000019,-0.0000023,-0.0000007,-0.0000118,0.0000303,-0.0000002,0.0000008,0.0000600,-0.0000008,0.0000049,-0.0000206,-0.0000268,-0.0000191,-0.0000100,-0.0000046,0.0000010,-0.0000053,0.0000106,0.0000054,0.0000021,0.0000091,0.0000160,-0.0000099,0.0000001,-0.0000030,-0.0000031,-0.0000469,0.0001144,-0.0000008,-0.0000038,0.0000083,-0.0000001,0.0000019,-0.0000045,-0.0000061,-0.0000046,-0.0000019,-0.0000014,-0.0000028,-0.0000050,0.0000015,-0.0000005,0.0000015,0.0000018,0.0000019,-0.0000012,-0.0000014,-0.0000022,-0.0000012,-0.0000106,0.0000296,-0.0000001,0.0000004
-0.0000006,0.0000000,-0.0000001,-0.0000001,-0.0000001,0.0000000,0.0000001,-0.0000003,-0.0000003,-0.0000003,-0.0000005,-0.0000007,0.0000000,0.0000000,-0.0000009,-0.0000001,-0.0000003,-0.0000003,-0.0000004,-0.0000005,-0.0000002,0.0000004,-0.0000012,-0.0000068,0.0000000,0.0000002,0.0000000,0.0000004,0.0000004,0.0000001,-0.0000005,-0.0000014,-0.0000010,-0.0000029,-0.0000036,-0.0000001,0.0000000,-0.0000059,-0.0000003,-0.0000016,-0.0000013,-0.0000018,-0.0000027,-0.0000008,0.0000022,-0.0000046,-0.0000003,0.0000000,-0.0000001,-0.0000001,-0.0000002,0.0000001,0.0000001,-0.0000004,-0.0000003,-0.0000002,-0.0000004,-0.0000006,-0.0000001,0.0000001,-0.0000009,-0.0000001,-0.0000002,-0.0000003,-0.0000003,-0.0000003,-0.0000003,0.0000005,-0.0000015
