4:(Intercept),4:age_dx,4:sexM,4:smokingY,4:c_chf,4:c_ihd,4:c_cancer,4:c_dm,4:c_asthma,4:c_dementia,4:c_depression,4:c_anxiety,4:c_htn,4:rio_cat2.10-44,4:rio_cat3.45+,4:deprivationQ2,4:deprivationQ3,4:deprivationQ4,4:deprivationQ5,4:ned_c,4:nhosp_c,4:ned_o,4:nhosp_o,5:(Intercept),5:age_dx,5:sexM,5:smokingY,5:c_chf,5:c_ihd,5:c_cancer,5:c_dm,5:c_asthma,5:c_dementia,5:c_depression,5:c_anxiety,5:c_htn,5:rio_cat2.10-44,5:rio_cat3.45+,5:deprivationQ2,5:deprivationQ3,5:deprivationQ4,5:deprivationQ5,5:ned_c,5:nhosp_c,5:ned_o,5:nhosp_o,7:(Intercept),7:age_dx,7:sexM,7:smokingY,7:c_chf,7:c_ihd,7:c_cancer,7:c_dm,7:c_asthma,7:c_dementia,7:c_depression,7:c_anxiety,7:c_htn,7:rio_cat2.10-44,7:rio_cat3.45+,7:deprivationQ2,7:deprivationQ3,7:deprivationQ4,7:deprivationQ5,7:ned_c,7:nhosp_c,7:ned_o,7:nhosp_o
0.0000013,0.0000000,0.0000000,0.0000001,-0.0000016,-0.0000008,-0.0000015,-0.0000010,0.0000011,-0.0000027,-0.0000018,0.0000005,-0.0000008,0.0000004,0.0000027,0.0000010,0.0000006,0.0000015,0.0000007,0.0000009,-0.0000012,-0.0000010,0.0000063,-0.0000021,0.0000000,-0.0000007,-0.0000001,-0.0000058,-0.0000036,-0.0000052,-0.0000039,0.0000050,-0.0000097,-0.0000080,0.0000029,-0.0000029,0.0000012,0.0000121,0.0000047,0.0000031,0.0000067,0.0000035,0.0000042,-0.0000038,-0.0000046,0.0000207,0.0000007,0.0000000,-0.0000002,0.0000002,-0.0000010,-0.0000009,-0.0000015,-0.0000008,0.0000010,-0.0000031,-0.0000020,0.0000003,-0.0000008,0.0000001,0.0000023,0.0000006,0.0000001,0.0000012,0.0000001,0.0000007,-0.0000010,-0.0000011,0.0000072
0.0016099,-0.0000152,-0.0000955,-0.0002461,0.0000243,0.0000101,0.0000293,0.0000007,-0.0001074,0.0000532,-0.0000707,-0.0000634,0.0000230,-0.0000689,-0.0000801,-0.0002489,-0.0002671,-0.0002606,-0.0003095,0.0000105,0.0000271,-0.0000013,-0.0000018,0.0011568,-0.0000106,-0.0000574,-0.0001882,0.0000215,0.0000206,0.0000158,-0.0000112,-0.0000897,-0.0000025,-0.0000574,-0.0000665,0.0000285,-0.0000514,-0.0000391,-0.0002127,-0.0002198,-0.0002241,-0.0002407,0.0000010,0.0000083,-0.0000003,0.0000007,0.3685361,-0.0034663,-0.0137196,-0.0502184,0.0069011,0.0035498,0.0058511,-0.0066867,-0.0220890,0.0102077,-0.0254362,-0.0184767,0.0025604,-0.0135584,-0.0114942,-0.0488896,-0.0512932,-0.0517664,-0.0552556,-0.0002077,0.0027197,-0.0007549,0.0004076
-0.0000154,0.0000002,0.0000006,0.0000014,-0.0000007,-0.0000003,-0.0000008,0.0000001,0.0000007,-0.0000012,0.0000011,0.0000004,-0.0000014,0.0000001,0.0000005,0.0000000,0.0000004,0.0000003,0.0000009,-0.0000001,-0.0000003,0.0000000,0.0000000,-0.0000107,0.0000002,0.0000003,0.0000009,-0.0000006,-0.0000004,-0.0000005,0.0000001,0.0000006,-0.0000002,0.0000009,0.0000005,-0.0000012,0.0000001,0.0000001,0.0000000,0.0000002,0.0000002,0.0000004,0.0000000,-0.0000001,0.0000000,0.0000000,-0.0034663,0.0000468,0.0000499,0.0002348,-0.0001567,-0.0000731,-0.0001508,0.0000869,0.0001525,-0.0002277,0.0003363,0.0001554,-0.0003247,0.0000264,0.0000643,0.0000224,0.0000562,0.0000621,0.0001111,-0.0000017,-0.0000267,-0.0000006,-0.0000031
-0.0000684,0.0000003,0.0001210,-0.0000242,-0.0000059,-0.0000105,-0.0000093,-0.0000071,0.0000184,-0.0000070,0.0000105,0.0000131,0.0000034,-0.0000020,-0.0000059,0.0000042,0.0000089,0.0000124,0.0000174,-0.0000034,0.0000013,0.0000005,-0.0000003,-0.0000444,0.0000002,0.0000942,-0.0000196,-0.0000052,-0.0000102,-0.0000058,-0.0000054,0.0000152,0.0000010,0.0000030,0.0000117,0.0000027,-0.0000019,-0.0000039,0.0000027,0.0000066,0.0000093,0.0000116,0.0000004,0.0000019,-0.0000001,-0.0000002,-0.0137196,0.0000499,0.0250260,-0.0067985,-0.0010500,-0.0026999,-0.0026912,-0.0009619,0.0034603,-0.0000743,0.0022691,0.0031425,0.0009692,-0.0000003,-0.0013512,0.0002768,0.0014731,0.0016897,0.0022851,0.0000695,0.0001715,0.0000605,-0.0002077
-0.0002595,0.0000015,-0.0000204,0.0001975,0.0000185,-0.0000027,-0.0000014,-0.0000062,0.0000180,0.0000110,-0.0000228,-0.0000026,0.0000054,-0.0000015,0.0000034,0.0000015,0.0000001,0.0000009,0.0000013,-0.0000026,-0.0000070,-0.0000005,0.0000011,-0.0001890,0.0000009,-0.0000188,0.0001605,0.0000108,-0.0000030,-0.0000018,-0.0000034,0.0000146,0.0000038,-0.0000097,0.0000025,0.0000046,-0.0000017,-0.0000006,0.0000035,-0.0000027,-0.0000006,-0.0000023,-0.0000011,-0.0000045,-0.0000001,0.0000002,-0.0502184,0.0002348,-0.0067985,0.0423877,0.0026406,-0.0000399,0.0005539,-0.0000252,0.0022641,0.0011314,0.0004192,0.0002833,0.0003599,0.0001536,-0.0003729,0.0024953,0.0007692,0.0010191,0.0004478,0.0002346,-0.0012048,0.0000497,0.0000273
0.0000243,-0.0000007,-0.0000007,0.0000163,0.0002381,-0.0000412,0.0000004,-0.0000263,0.0000068,0.0000067,-0.0000100,-0.0000053,-0.0000092,-0.0000014,0.0000104,0.0000063,0.0000019,0.0000044,0.0000007,-0.0000016,-0.0000084,0.0000005,-0.0000016,0.0000243,-0.0000006,-0.0000026,0.0000113,0.0001994,-0.0000349,-0.0000001,-0.0000195,0.0000053,-0.0000140,-0.0000039,-0.0000045,-0.0000089,0.0000011,0.0000041,0.0000081,0.0000051,0.0000064,0.0000060,0.0000006,-0.0000061,-0.0000002,-0.0000010,0.0069011,-0.0001567,-0.0010500,0.0026406,0.0342210,-0.0075460,0.0008571,-0.0048050,0.0007214,-0.0034430,-0.0001189,-0.0000340,-0.0022060,-0.0002357,0.0000229,0.0008044,0.0000629,0.0006630,0.0006019,0.0004537,-0.0012651,0.0000589,-0.0003023
0.0000122,-0.0000003,-0.0000096,-0.0000038,-0.0000415,0.0001659,0.0000026,-0.0000095,0.0000001,0.0000012,0.0000015,-0.0000048,-0.0000194,-0.0000051,-0.0000027,0.0000051,-0.0000026,0.0000014,0.0000000,0.0000042,-0.0000095,0.0000003,-0.0000016,0.0000204,-0.0000004,-0.0000094,-0.0000028,-0.0000346,0.0001345,0.0000026,-0.0000078,-0.0000006,0.0000034,-0.0000052,-0.0000038,-0.0000167,-0.0000014,0.0000010,0.0000018,-0.0000010,0.0000009,-0.0000004,0.0000011,-0.0000046,0.0000001,-0.0000009,0.0035498,-0.0000731,-0.0026999,-0.0000399,-0.0075460,0.0287068,0.0001848,-0.0016463,0.0001650,0.0020291,-0.0023853,-0.0003870,-0.0033918,-0.0003610,0.0006929,-0.0007420,-0.0011057,-0.0002173,-0.0009365,0.0003891,-0.0005774,0.0000009,-0.0004045
0.0000239,-0.0000007,-0.0000079,-0.0000018,0.0000014,0.0000029,0.0002152,-0.0000039,0.0000017,-0.0000026,-0.0000038,-0.0000076,-0.0000038,0.0000028,-0.0000015,0.0000024,0.0000014,0.0000020,0.0000019,0.0000021,-0.0000050,0.0000004,-0.0000007,0.0000133,-0.0000005,-0.0000049,-0.0000017,0.0000006,0.0000028,0.0001789,-0.0000048,0.0000014,-0.0000034,-0.0000054,-0.0000046,-0.0000025,0.0000025,0.0000014,0.0000006,0.0000013,0.0000027,0.0000038,0.0000023,-0.0000019,0.0000001,-0.0000015,0.0058511,-0.0001508,-0.0026912,0.0005539,0.0008571,0.0001848,0.0402724,-0.0012001,-0.0000534,-0.0001042,-0.0004606,-0.0011996,-0.0005821,0.0001281,0.0004490,-0.0001061,-0.0000889,0.0003560,0.0007406,0.0003058,-0.0002032,0.0000320,-0.0003347
-0.0000038,0.0000001,-0.0000058,-0.0000074,-0.0000252,-0.0000092,-0.0000041,0.0001646,-0.0000061,0.0000019,-0.0000034,0.0000034,-0.0000242,-0.0000002,-0.0000079,-0.0000040,-0.0000039,-0.0000095,-0.0000090,0.0000003,-0.0000039,0.0000000,-0.0000015,-0.0000174,0.0000002,-0.0000036,-0.0000031,-0.0000178,-0.0000076,-0.0000047,0.0001314,-0.0000037,0.0000009,-0.0000046,0.0000031,-0.0000200,0.0000011,0.0000009,-0.0000016,0.0000008,-0.0000039,-0.0000041,0.0000007,-0.0000014,-0.0000004,-0.0000008,-0.0066867,0.0000869,-0.0009619,-0.0000252,-0.0048050,-0.0016463,-0.0012001,0.0299096,-0.0001204,-0.0008111,-0.0004482,0.0006355,-0.0050288,0.0003941,-0.0002425,-0.0012503,-0.0012461,-0.0013813,-0.0013731,0.0000790,-0.0000616,-0.0000178,-0.0004147
-0.0001124,0.0000007,0.0000188,0.0000187,0.0000071,0.0000008,0.0000011,-0.0000056,0.0001753,0.0000139,-0.0000133,0.0000001,-0.0000015,0.0000109,0.0000239,-0.0000060,0.0000021,0.0000017,-0.0000030,-0.0000121,0.0000027,-0.0000002,0.0000006,-0.0000887,0.0000006,0.0000147,0.0000139,0.0000042,-0.0000005,0.0000015,-0.0000028,0.0001284,0.0000012,-0.0000001,-0.0000013,-0.0000018,0.0000043,0.0000096,-0.0000023,0.0000023,-0.0000018,-0.0000011,-0.0000024,-0.0000028,-0.0000003,0.0000010,-0.0220890,0.0001525,0.0034603,0.0022641,0.0007214,0.0001650,-0.0000534,-0.0001204,0.0407035,-0.0005570,0.0021091,-0.0020693,-0.0001314,0.0005825,0.0015816,-0.0001961,0.0010735,0.0001961,0.0005131,-0.0001561,-0.0001102,-0.0001728,0.0003325
0.0000579,-0.0000012,-0.0000035,0.0000066,-0.0000041,-0.0000007,-0.0000024,-0.0000027,0.0000111,0.0008608,-0.0003200,-0.0000335,-0.0000079,0.0000063,0.0000066,0.0000059,0.0000061,0.0000187,0.0000035,0.0000004,-0.0000001,0.0000002,-0.0000028,0.0000119,-0.0000003,-0.0000008,0.0000055,-0.0000178,0.0000026,-0.0000045,-0.0000022,0.0000056,0.0006579,-0.0002495,-0.0000324,-0.0000043,0.0000031,-0.0000017,0.0000108,0.0000090,0.0000166,0.0000145,0.0000016,-0.0000050,-0.0000002,-0.0000031,0.0102077,-0.0002277,-0.0000743,0.0011314,-0.0034430,0.0020291,-0.0001042,-0.0008111,-0.0005570,0.0918240,-0.0440059,-0.0076911,-0.0008888,0.0017432,0.0009454,-0.0001988,-0.0000244,0.0017389,0.0011984,0.0004640,-0.0008955,0.0001816,0.0001757
-0.0000644,0.0000011,0.0000077,-0.0000363,-0.0000027,0.0000084,-0.0000047,-0.0000001,-0.0000218,-0.0003234,0.0006503,-0.0000451,0.0000083,-0.0000117,-0.0000223,0.0000205,-0.0000040,0.0000010,0.0000016,0.0000137,-0.0000089,0.0000002,-0.0000003,-0.0000689,0.0000010,0.0000035,-0.0000102,0.0000005,-0.0000047,-0.0000042,-0.0000043,-0.0000032,-0.0002527,0.0004666,-0.0000343,-0.0000008,-0.0000028,0.0000006,0.0000031,-0.0000016,0.0000070,0.0000043,0.0000017,0.0000015,-0.0000004,-0.0000020,-0.0254362,0.0003363,0.0022691,0.0004192,-0.0001189,-0.0023853,-0.0004606,-0.0004482,0.0021091,-0.0440059,0.2027299,-0.0127267,-0.0010548,0.0000763,0.0003054,0.0020688,0.0007856,0.0020238,0.0007388,-0.0005963,0.0006939,-0.0004074,-0.0000788
-0.0000717,0.0000005,0.0000124,-0.0000014,-0.0000016,-0.0000047,-0.0000072,0.0000041,0.0000012,-0.0000256,-0.0000456,0.0001733,-0.0000023,0.0000096,0.0000148,0.0000017,0.0000021,0.0000010,-0.0000046,-0.0000027,0.0000038,-0.0000005,0.0000005,-0.0000738,0.0000006,0.0000117,0.0000026,-0.0000039,-0.0000037,-0.0000041,0.0000036,-0.0000016,-0.0000334,-0.0000324,0.0001319,-0.0000017,0.0000044,0.0000074,0.0000002,0.0000014,-0.0000018,-0.0000007,0.0000008,-0.0000005,-0.0000006,0.0000003,-0.0184767,0.0001554,0.0031425,0.0002833,-0.0000340,-0.0003870,-0.0011996,0.0006355,-0.0020693,-0.0076911,-0.0127267,0.0487839,-0.0003615,0.0012652,0.0018256,-0.0001621,0.0008691,-0.0004521,-0.0002684,0.0001411,-0.0000704,-0.0002898,0.0003217
0.0000422,-0.0000016,0.0000033,0.0000027,-0.0000111,-0.0000199,-0.0000043,-0.0000246,-0.0000023,-0.0000090,0.0000041,-0.0000022,0.0001339,0.0000043,-0.0000040,-0.0000007,-0.0000014,-0.0000106,-0.0000020,0.0000017,-0.0000016,0.0000003,-0.0000003,0.0000366,-0.0000013,0.0000030,0.0000040,-0.0000096,-0.0000172,-0.0000026,-0.0000208,-0.0000016,-0.0000028,-0.0000017,-0.0000018,0.0001020,0.0000004,-0.0000032,-0.0000028,0.0000002,-0.0000030,-0.0000017,0.0000013,0.0000015,-0.0000001,-0.0000008,0.0025604,-0.0003247,0.0009692,0.0003599,-0.0022060,-0.0033918,-0.0005821,-0.0050288,-0.0001314,-0.0008888,-0.0010548,-0.0003615,0.0331382,0.0000572,-0.0008223,-0.0006592,0.0001426,-0.0006109,-0.0007359,0.0002834,0.0001453,0.0000604,-0.0003131
-0.0000611,0.0000001,-0.0000042,-0.0000026,-0.0000030,-0.0000057,0.0000029,0.0000001,0.0000111,0.0000043,-0.0000055,0.0000102,0.0000033,0.0001464,0.0000831,-0.0000258,-0.0000266,-0.0000237,-0.0000122,-0.0000052,0.0000046,-0.0000004,0.0000009,-0.0000466,0.0000000,-0.0000034,-0.0000020,-0.0000005,-0.0000019,0.0000026,0.0000013,0.0000048,-0.0000003,-0.0000003,0.0000054,-0.0000003,0.0001153,0.0000616,-0.0000175,-0.0000196,-0.0000166,-0.0000102,-0.0000027,0.0000018,0.0000001,0.0000001,-0.0135584,0.0000264,-0.0000003,0.0001536,-0.0002357,-0.0003610,0.0001281,0.0003941,0.0005825,0.0017432,0.0000763,0.0012652,0.0000572,0.0288787,0.0147197,-0.0038928,-0.0047688,-0.0039395,-0.0029455,-0.0002221,0.0005011,-0.0000564,0.0001105
-0.0000565,0.0000003,-0.0000102,0.0000016,0.0000044,-0.0000031,-0.0000002,-0.0000058,0.0000231,0.0000028,-0.0000085,0.0000155,-0.0000055,0.0000822,0.0002235,-0.0000306,-0.0000327,-0.0000438,-0.0000273,-0.0000146,0.0000117,-0.0000015,0.0000014,-0.0000268,0.0000000,-0.0000074,-0.0000016,0.0000006,0.0000007,0.0000015,0.0000004,0.0000102,-0.0000076,0.0000036,0.0000090,-0.0000050,0.0000619,0.0001563,-0.0000200,-0.0000253,-0.0000353,-0.0000248,-0.0000054,0.0000019,-0.0000009,0.0000023,-0.0114942,0.0000643,-0.0013512,-0.0003729,0.0000229,0.0006929,0.0004490,-0.0002425,0.0015816,0.0009454,0.0003054,0.0018256,-0.0008223,0.0147197,0.0409981,-0.0050794,-0.0056024,-0.0080631,-0.0067699,-0.0007137,0.0009990,-0.0004873,0.0007306
-0.0002592,0.0000001,0.0000042,0.0000014,0.0000084,0.0000064,0.0000031,-0.0000031,-0.0000068,0.0000094,0.0000159,0.0000001,-0.0000003,-0.0000271,-0.0000339,0.0004414,0.0002570,0.0002581,0.0002540,0.0000041,-0.0000074,0.0000004,0.0000026,-0.0002174,0.0000001,0.0000028,0.0000036,0.0000088,0.0000020,0.0000008,-0.0000013,-0.0000027,0.0000111,0.0000064,0.0000008,-0.0000028,-0.0000182,-0.0000209,0.0003647,0.0002184,0.0002205,0.0002180,0.0000013,-0.0000012,-0.0000001,0.0000006,-0.0488896,0.0000224,0.0002768,0.0024953,0.0008044,-0.0007420,-0.0001061,-0.0012503,-0.0001961,-0.0001988,0.0020688,-0.0001621,-0.0006592,-0.0038928,-0.0050794,0.0894032,0.0491385,0.0495094,0.0492543,0.0001594,-0.0007020,-0.0000752,0.0002390
-0.0002663,0.0000004,0.0000089,-0.0000006,0.0000016,-0.0000027,0.0000009,-0.0000040,0.0000030,0.0000049,-0.0000008,0.0000027,-0.0000013,-0.0000259,-0.0000323,0.0002567,0.0003869,0.0002598,0.0002568,-0.0000020,-0.0000031,0.0000003,0.0000006,-0.0002167,0.0000002,0.0000061,-0.0000026,0.0000048,-0.0000013,0.0000011,0.0000001,0.0000022,0.0000100,0.0000000,0.0000022,-0.0000005,-0.0000193,-0.0000249,0.0002181,0.0003230,0.0002209,0.0002192,0.0000006,-0.0000014,-0.0000002,0.0000001,-0.0512932,0.0000562,0.0014731,0.0007692,0.0000629,-0.0011057,-0.0000889,-0.0012461,0.0010735,-0.0000244,0.0007856,0.0008691,0.0001426,-0.0047688,-0.0056024,0.0491385,0.0746310,0.0496747,0.0494549,-0.0002682,0.0000764,-0.0000777,0.0002551
-0.0002674,0.0000004,0.0000133,0.0000014,0.0000052,0.0000013,0.0000020,-0.0000093,0.0000018,0.0000196,0.0000026,-0.0000002,-0.0000094,-0.0000236,-0.0000437,0.0002572,0.0002600,0.0003766,0.0002581,0.0000017,-0.0000026,-0.0000008,0.0000031,-0.0002226,0.0000002,0.0000091,-0.0000008,0.0000058,0.0000010,0.0000026,-0.0000038,-0.0000018,0.0000157,0.0000093,-0.0000010,-0.0000033,-0.0000166,-0.0000357,0.0002200,0.0002211,0.0003107,0.0002220,0.0000012,-0.0000022,-0.0000003,0.0000012,-0.0517664,0.0000621,0.0016897,0.0010191,0.0006630,-0.0002173,0.0003560,-0.0013813,0.0001961,0.0017389,0.0020238,-0.0004521,-0.0006109,-0.0039395,-0.0080631,0.0495094,0.0496747,0.0732987,0.0501276,-0.0000469,-0.0005309,-0.0001291,0.0004878
-0.0003150,0.0000009,0.0000191,0.0000020,0.0000011,0.0000006,0.0000022,-0.0000089,-0.0000026,0.0000021,0.0000039,-0.0000050,-0.0000004,-0.0000122,-0.0000249,0.0002537,0.0002576,0.0002582,0.0003590,0.0000042,-0.0000010,-0.0000017,0.0000023,-0.0002376,0.0000004,0.0000112,-0.0000025,0.0000055,-0.0000006,0.0000037,-0.0000042,-0.0000011,0.0000134,0.0000072,-0.0000004,-0.0000021,-0.0000103,-0.0000242,0.0002178,0.0002197,0.0002224,0.0002936,0.0000012,-0.0000012,-0.0000003,0.0000001,-0.0552556,0.0001111,0.0022851,0.0004478,0.0006019,-0.0009365,0.0007406,-0.0013731,0.0005131,0.0011984,0.0007388,-0.0002684,-0.0007359,-0.0029455,-0.0067699,0.0492543,0.0494549,0.0501276,0.0690160,0.0001252,-0.0005573,-0.0001450,0.0003051
0.0000030,0.0000000,-0.0000029,0.0000001,0.0000002,0.0000041,0.0000032,-0.0000002,-0.0000100,-0.0000015,0.0000037,-0.0000023,0.0000013,-0.0000045,-0.0000114,0.0000022,-0.0000008,0.0000014,0.0000030,0.0000290,-0.0000207,-0.0000019,0.0000028,0.0000011,0.0000000,-0.0000004,0.0000001,0.0000015,0.0000019,0.0000020,0.0000007,-0.0000018,0.0000022,-0.0000006,0.0000004,0.0000006,-0.0000019,-0.0000040,0.0000008,0.0000000,0.0000002,0.0000004,0.0000103,-0.0000106,-0.0000003,0.0000007,-0.0002077,-0.0000017,0.0000695,0.0002346,0.0004537,0.0003891,0.0003058,0.0000790,-0.0001561,0.0004640,-0.0005963,0.0001411,0.0002834,-0.0002221,-0.0007137,0.0001594,-0.0002682,-0.0000469,0.0001252,0.0017597,-0.0017453,-0.0001170,0.0002260
0.0000352,-0.0000005,0.0000048,-0.0000088,-0.0000109,-0.0000093,-0.0000062,-0.0000055,-0.0000008,0.0000025,-0.0000081,0.0000020,0.0000021,0.0000049,0.0000163,-0.0000089,-0.0000032,-0.0000028,0.0000027,-0.0000144,0.0000550,-0.0000026,-0.0000006,0.0000152,-0.0000002,0.0000019,-0.0000048,-0.0000077,-0.0000050,-0.0000022,-0.0000024,-0.0000026,-0.0000038,0.0000031,0.0000005,0.0000013,0.0000017,0.0000031,-0.0000019,-0.0000004,-0.0000015,-0.0000006,-0.0000066,0.0000296,-0.0000003,-0.0000010,0.0027197,-0.0000267,0.0001715,-0.0012048,-0.0012651,-0.0005774,-0.0002032,-0.0000616,-0.0001102,-0.0008955,0.0006939,-0.0000704,0.0001453,0.0005011,0.0009990,-0.0007020,0.0000764,-0.0005309,-0.0005573,-0.0017453,0.0036648,-0.0001703,-0.0001188
-0.0000017,0.0000000,0.0000000,-0.0000007,0.0000010,0.0000003,0.0000005,0.0000004,0.0000000,0.0000007,0.0000009,-0.0000002,-0.0000001,-0.0000007,-0.0000027,0.0000010,0.0000001,-0.0000007,-0.0000019,-0.0000029,-0.0000008,0.0000014,-0.0000023,-0.0000009,0.0000000,-0.0000004,-0.0000002,-0.0000002,0.0000000,0.0000003,-0.0000002,-0.0000004,-0.0000001,-0.0000001,-0.0000006,-0.0000001,-0.0000001,-0.0000016,0.0000000,-0.0000003,-0.0000002,-0.0000004,-0.0000007,-0.0000001,0.0000005,-0.0000011,-0.0007549,-0.0000006,0.0000605,0.0000497,0.0000589,0.0000009,0.0000320,-0.0000178,-0.0001728,0.0001816,-0.0004074,-0.0002898,0.0000604,-0.0000564,-0.0004873,-0.0000752,-0.0000777,-0.0001291,-0.0001450,-0.0001170,-0.0001703,0.0003641,-0.0005360
0.0000016,0.0000000,-0.0000004,0.0000012,-0.0000028,-0.0000018,-0.0000012,-0.0000020,0.0000006,-0.0000038,-0.0000016,0.0000002,-0.0000005,0.0000014,0.0000029,0.0000012,0.0000007,0.0000027,0.0000019,0.0000036,-0.0000032,-0.0000021,0.0000110,0.0000012,0.0000000,0.0000016,0.0000001,-0.0000003,-0.0000002,-0.0000021,-0.0000009,0.0000011,-0.0000045,-0.0000045,-0.0000006,0.0000000,0.0000004,0.0000044,0.0000002,-0.0000001,0.0000010,0.0000000,0.0000014,0.0000004,-0.0000015,0.0000072,0.0004076,-0.0000031,-0.0002077,0.0000273,-0.0003023,-0.0004045,-0.0003347,-0.0004147,0.0003325,0.0001757,-0.0000788,0.0003217,-0.0003131,0.0001105,0.0007306,0.0002390,0.0002551,0.0004878,0.0003051,0.0002260,-0.0001188,-0.0005360,0.0019071
